Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
insert_lookup_one/100/100/ExprMap/,2.4600142828100385e-6,2.4595242005255573e-6,2.460580352271514e-6,1.721757105774469e-9,1.3125521815006857e-9,2.3083333507895293e-9
insert_lookup_one/100/100/Map/,2.8315158417917925e-6,2.8307786766829794e-6,2.8323943812488545e-6,2.7402993114988146e-9,2.207276883972167e-9,3.6446307794161476e-9
insert_lookup_one/100/100/HashMap/,3.7973712818480606e-6,3.796475969707604e-6,3.798161281330763e-6,2.9295223927683362e-9,2.440687960318824e-9,3.5068792704035153e-9
insert_lookup_one/100/1000/ExprMap/,2.6234792585329724e-5,2.6228468289504468e-5,2.624152398705922e-5,2.1641077825284443e-8,1.8057441017479576e-8,2.6444772454168703e-8
insert_lookup_one/100/1000/Map/,2.6810072185164624e-5,2.680274097035039e-5,2.6816710223376264e-5,2.370800858327323e-8,1.970586235904552e-8,2.8532294493989706e-8
insert_lookup_one/100/1000/HashMap/,4.591767086039716e-5,4.5890518525582094e-5,4.59984484695922e-5,1.450109518993503e-7,6.055506402572473e-8,3.0354926825593374e-7
insert_lookup_one/100/10000/ExprMap/,2.553198623156295e-4,2.5520082188194637e-4,2.554489232655528e-4,4.3874518383043346e-7,3.5914608196393843e-7,5.271920846267506e-7
insert_lookup_one/100/10000/Map/,2.5314965969409106e-4,2.530924862458315e-4,2.5321316371460374e-4,2.0140059374077732e-7,1.6222247779974648e-7,2.6061852998046337e-7
insert_lookup_one/100/10000/HashMap/,4.585467095633424e-4,4.5842357091110454e-4,4.5874510487799977e-4,4.932796045227943e-7,3.907148608770854e-7,7.569522705671856e-7
insert_lookup_one/1000/10/ExprMap/,1.65346305080184e-7,1.641910221211727e-7,1.672493927424325e-7,4.901903355217446e-9,2.7627471828861747e-9,6.764949414799508e-9
insert_lookup_one/1000/10/Map/,5.885650864679568e-7,5.88149353961927e-7,5.889508247183358e-7,1.3203029108012049e-9,1.020481570821662e-9,1.9902937042046353e-9
insert_lookup_one/1000/10/HashMap/,1.7493607965054888e-7,1.7488966283714714e-7,1.750114147735803e-7,2.0177717971825683e-10,1.2877503063486418e-10,3.3580415230167234e-10
insert_lookup_one/1000/100/ExprMap/,2.4782726053709133e-6,2.476639586762668e-6,2.48027281830827e-6,5.936326578199201e-9,5.112944963669243e-9,6.8749108484199205e-9
insert_lookup_one/1000/100/Map/,3.7238910384570064e-6,3.723006779309958e-6,3.7251628692415194e-6,3.729745125405057e-9,2.638948566363102e-9,5.761425880683304e-9
insert_lookup_one/1000/100/HashMap/,3.826445289554155e-6,3.824202989114067e-6,3.8293481759844885e-6,8.852465612572644e-9,6.616617265463021e-9,1.1006350844025112e-8
insert_lookup_one/1000/1000/ExprMap/,2.6241508824172752e-5,2.6236706883308467e-5,2.624595127500885e-5,1.5912507508014555e-8,1.332972475227729e-8,1.872558084187345e-8
insert_lookup_one/1000/1000/Map/,2.7369391711616575e-5,2.7364563436312503e-5,2.737408823315357e-5,1.6870517895359867e-8,1.3308459919738449e-8,2.2075122362315e-8
insert_lookup_one/1000/1000/HashMap/,4.603985485225334e-5,4.602885481219779e-5,4.6051470432162636e-5,3.68174808870173e-8,3.2409286717145693e-8,4.3103490275629375e-8
insert_lookup_one/1000/10000/ExprMap/,2.5538492854888713e-4,2.5532230974167013e-4,2.5548607953243454e-4,2.598451129885207e-7,1.8336035265031963e-7,4.471399699074742e-7
insert_lookup_one/1000/10000/Map/,2.5340020770282036e-4,2.5333613521688733e-4,2.534753272986439e-4,2.30504679244745e-7,1.898365634064429e-7,2.7760636613850186e-7
insert_lookup_one/1000/10000/HashMap/,4.5890629943855975e-4,4.5866534500364233e-4,4.592412759791956e-4,9.665857145448491e-7,6.335592980674309e-7,1.4527706112367742e-6
insert_lookup_one/10000/10/ExprMap/,1.0485422630855239e-7,1.0483521575501907e-7,1.0487864843129896e-7,7.00966554923652e-11,5.806992615867437e-11,8.883007536382666e-11
insert_lookup_one/10000/10/Map/,6.807536385906368e-7,6.783946766577026e-7,6.835437402413023e-7,8.559485510422393e-9,7.257144517292272e-9,1.0320866813411277e-8
insert_lookup_one/10000/10/HashMap/,1.9544808277646417e-7,1.9538433988487513e-7,1.9552317308101393e-7,2.398520990962063e-10,1.7154843682626032e-10,3.5191082454433544e-10
insert_lookup_one/10000/100/ExprMap/,2.572680364377456e-6,2.5709414294989334e-6,2.5745427788056605e-6,5.940494309287434e-9,5.15757463724378e-9,6.917611791687298e-9
insert_lookup_one/10000/100/Map/,5.1944911159813224e-6,5.192522368032113e-6,5.196827738389502e-6,7.42067022754633e-9,6.064354109307605e-9,9.3299109802831e-9
insert_lookup_one/10000/100/HashMap/,3.8278666474325035e-6,3.825998169934743e-6,3.829968206513777e-6,6.499462806334796e-9,5.346068525235767e-9,8.30989651112493e-9
insert_lookup_one/10000/1000/ExprMap/,2.6457189561665492e-5,2.645174750886526e-5,2.64637494963393e-5,1.9447921355784163e-8,1.5999531365088472e-8,2.589829335932953e-8
insert_lookup_one/10000/1000/Map/,2.89851066919207e-5,2.897935106242202e-5,2.8991055429557975e-5,2.0022311130336456e-8,1.6606053183194357e-8,2.4993883186830895e-8
insert_lookup_one/10000/1000/HashMap/,4.597518957629567e-5,4.596232698492707e-5,4.598699305381361e-5,4.223821954097642e-8,3.391163992631592e-8,5.316437531960001e-8
insert_lookup_one/10000/10000/ExprMap/,2.5487123835066716e-4,2.547837863666787e-4,2.550083295370737e-4,3.747845592739634e-7,2.3801901619980524e-7,5.692527994969584e-7
insert_lookup_one/10000/10000/Map/,2.555194722666375e-4,2.5546048079744656e-4,2.555940569662173e-4,2.3407540873423935e-7,1.8876373253388822e-7,2.9931020812889513e-7
insert_lookup_one/10000/10000/HashMap/,4.5881410011215683e-4,4.586660926231794e-4,4.5900063813221384e-4,5.529660943438246e-7,4.17536216089536e-7,7.200213051493723e-7
fromList_app1/10/ExprMap/,1.0351136533165458e-5,1.0347421925106943e-5,1.0354965688384182e-5,1.2594547719878284e-8,1.0022735496347748e-8,1.686910478051197e-8
fromList_app1/10/Map/,1.0055366341435937e-5,1.0051841950160179e-5,1.0058893429171595e-5,1.1981482547529627e-8,1.0312001155775394e-8,1.4137513511572379e-8
fromList_app1/10/HashMap/,6.656736125101996e-6,6.650429430276119e-6,6.6621062330264285e-6,1.9072065761307345e-8,1.5807840709043472e-8,2.4041174665419276e-8
fromList_app1/100/ExprMap/,7.295571005614917e-4,7.29306277996181e-4,7.299380032753407e-4,9.712441825250671e-7,6.535205782483488e-7,1.4693270808801636e-6
fromList_app1/100/Map/,1.4794940591815319e-3,1.4792899470775303e-3,1.4796933140646905e-3,7.11481007063261e-7,5.695429607267827e-7,9.93378601585191e-7
fromList_app1/100/HashMap/,5.489962504628382e-4,5.48687849009762e-4,5.500903557749664e-4,1.8330753015159307e-6,2.9937668728165505e-7,3.872041131737867e-6
fromList_app1/1000/ExprMap/,9.951957040548495e-2,9.938804164497639e-2,9.97551513389837e-2,2.8109179572324226e-4,1.365732377979396e-4,4.40294270510173e-4
fromList_app1/1000/Map/,0.3318742447284361,0.33173631777986884,0.3320780809720357,2.1485392688448535e-4,9.735441521454922e-5,3.0086380499591304e-4
fromList_app1/1000/HashMap/,0.11866106789065747,0.11852762959426313,0.11877288250806964,1.9447503201588828e-4,1.538432055205695e-4,2.4391768945068962e-4
fromList/10/10/ExprMap/,3.710347126617827e-6,3.708509985421724e-6,3.712657463474142e-6,7.247469747024055e-9,5.46380581318197e-9,1.0498500746014947e-8
fromList/10/10/Map/,2.488692712676018e-6,2.4880108809307882e-6,2.4894982262197963e-6,2.635334289352059e-9,2.1812581848762352e-9,3.569019737266035e-9
fromList/10/10/HashMap/,3.6294984241438693e-6,3.627354644977527e-6,3.6315368248902016e-6,7.1156817478249e-9,6.088246870160951e-9,8.446384960808223e-9
fromList/10/100/ExprMap/,8.415513315233913e-6,8.409184801166491e-6,8.420758688551386e-6,2.0041558143619115e-8,1.63768936062865e-8,2.4392018120439724e-8
fromList/10/100/Map/,6.803299102449017e-6,6.7984600887117875e-6,6.808198661154129e-6,1.627315234096989e-8,1.3719963544018201e-8,2.0363905756488787e-8
fromList/10/100/HashMap/,2.1241566281064262e-5,2.123570404989173e-5,2.1247943176229746e-5,2.047350200399357e-8,1.731594068119281e-8,2.5927134964056658e-8
fromList/10/1000/ExprMap/,8.253640836513916e-5,8.237937214736505e-5,8.28738776972916e-5,7.245390612361459e-7,1.0875884734534574e-7,1.2647120056927637e-6
fromList/10/1000/Map/,7.931322377520872e-5,7.930036008138423e-5,7.932666942789015e-5,4.3977540115625646e-8,3.7207754145245635e-8,5.3413532737143215e-8
fromList/10/1000/HashMap/,2.7798344638158375e-4,2.7794376912650197e-4,2.7802370415949565e-4,1.425272046516496e-7,1.1813770221646294e-7,1.8044747215402203e-7
fromList/10/10000/ExprMap/,7.313667291215061e-4,7.312069286916745e-4,7.319150348006543e-4,9.285675377029098e-7,2.378165642909857e-7,1.9330844953711304e-6
fromList/10/10000/Map/,7.287444873114052e-4,7.286897610444718e-4,7.288147138381942e-4,2.002083790769666e-7,1.6163310315259545e-7,2.541644853002423e-7
fromList/10/10000/HashMap/,2.8257081614882105e-3,2.825061671621419e-3,2.8263129228219335e-3,2.157602056341502e-6,1.7822087900108217e-6,2.728935455204588e-6
fromList/100/10/ExprMap/,3.92886960264449e-5,3.927486974530417e-5,3.930371276188666e-5,4.637958014163353e-8,3.86225779509847e-8,5.9388107830374555e-8
fromList/100/10/Map/,3.8874373236535924e-5,3.8864631241113626e-5,3.888678654386665e-5,3.6320088550823956e-8,3.011442954454531e-8,4.576622196107552e-8
fromList/100/10/HashMap/,3.2438209562350204e-5,3.242368324148093e-5,3.245208250712241e-5,4.632809648667339e-8,3.8653618293491874e-8,5.905493792341081e-8
fromList/100/100/ExprMap/,1.2930088399314783e-4,1.2928279189230893e-4,1.293316961998165e-4,7.974550549378692e-8,5.0566561032505076e-8,1.422841019940264e-7
fromList/100/100/Map/,1.1775216534435018e-4,1.1770034402502489e-4,1.1780064030157721e-4,1.7177521153497173e-7,1.527297547201465e-7,1.93974568731682e-7
fromList/100/100/HashMap/,2.5601779914669135e-4,2.55956367331609e-4,2.560750081529809e-4,2.171386955127091e-7,1.8682012828574025e-7,2.556768005724623e-7
fromList/100/1000/ExprMap/,9.164159562361341e-4,9.140824857020237e-4,9.233570932306374e-4,1.2211128547831541e-5,2.8536609474505125e-6,2.534925566831315e-5
fromList/100/1000/Map/,8.976837957493959e-4,8.975327935643894e-4,8.978754986083184e-4,5.620967842911489e-7,4.7680577112999897e-7,6.724927976263491e-7
fromList/100/1000/HashMap/,2.940257498732015e-3,2.9396791776408054e-3,2.940796571804389e-3,1.8507311824404073e-6,1.532832936694389e-6,2.471996276982121e-6
fromList/100/10000/ExprMap/,9.388461482277583e-3,9.343142992064976e-3,9.486838806026967e-3,1.781117650293149e-4,8.611636639871665e-5,3.1238514071241274e-4
fromList/100/10000/Map/,9.278204111712733e-3,9.248253695896906e-3,9.336557112424025e-3,1.0551522846265019e-4,5.681834158541556e-5,1.970239344145946e-4
fromList/100/10000/HashMap/,3.444628902676608e-2,3.436856290760655e-2,3.465086007130421e-2,2.5398843622126014e-4,8.058122244120877e-5,4.444495110238651e-4
fromList/1000/10/ExprMap/,5.880070594862486e-4,5.875967607046153e-4,5.88464790235037e-4,1.374897234280487e-6,1.081801998065306e-6,1.7624975983771762e-6
fromList/1000/10/Map/,7.407803905964075e-4,7.40634049432206e-4,7.409623735936341e-4,5.605603081569854e-7,3.946729452608962e-7,9.238540157520842e-7
fromList/1000/10/HashMap/,3.9592284590843254e-4,3.958299769253374e-4,3.959888958606759e-4,2.6827500389331366e-7,2.039407074126955e-7,3.4167829480178104e-7
fromList/1000/100/ExprMap/,1.5505704467482532e-3,1.5497837387704186e-3,1.5518613000686044e-3,3.2105543933093956e-6,2.2704104050445703e-6,4.790031327068305e-6
fromList/1000/100/Map/,1.7540566449480584e-3,1.7538144036914807e-3,1.7543303251245151e-3,9.350456068381391e-7,7.15150074967467e-7,1.2816048124672738e-6
fromList/1000/100/HashMap/,2.651584089105182e-3,2.650648646723147e-3,2.652407377286047e-3,3.0111249797760994e-6,2.3710199779268533e-6,3.9073813753139205e-6
fromList/1000/1000/ExprMap/,1.3108910569905007e-2,1.3089122759242943e-2,1.3138287074129819e-2,5.998722836318987e-5,4.4034414793495394e-5,7.603446562610245e-5
fromList/1000/1000/Map/,1.3213481332470627e-2,1.3195272032818577e-2,1.3238499589350318e-2,5.1896137701422624e-5,3.857934307947458e-5,7.112966244370856e-5
fromList/1000/1000/HashMap/,3.668892954652907e-2,3.663334626076013e-2,3.6914071798511014e-2,2.0521031599170033e-4,4.431681734678444e-5,4.190183960814471e-4
fromList/1000/10000/ExprMap/,0.10764644012287114,0.10722229231183451,0.10821183497945218,8.038910579225125e-4,4.675087450986963e-4,1.0631775931719243e-3
fromList/1000/10000/Map/,0.10721450140855786,0.10675906119465736,0.10782662904057554,8.437053579134758e-4,6.734456816413527e-4,9.990315841771932e-4
fromList/1000/10000/HashMap/,0.3637129945758109,0.36306860437616706,0.3649473424302414,1.2173465727017177e-3,1.4880206435918808e-5,1.4338932232495097e-3
fromList/10000/10/ExprMap/,8.535323527810999e-3,8.503499091359583e-3,8.559624201865589e-3,7.469239051136415e-5,5.869304206188543e-5,9.232423473316871e-5
fromList/10000/10/Map/,1.18783019808292e-2,1.1874364448939181e-2,1.1884336463480662e-2,1.3119848181329934e-5,8.980996900915794e-6,2.0608944945365397e-5
fromList/10000/10/HashMap/,4.4259086155544e-3,4.422934720193749e-3,4.4335287297971124e-3,1.4161659735257775e-5,6.677552083620884e-6,2.6691982812395912e-5
fromList/10000/100/ExprMap/,2.6779512295200064e-2,2.6700345565027844e-2,2.6855669422394667e-2,1.7276285667371116e-4,1.3097115564952562e-4,2.273192574321632e-4
fromList/10000/100/Map/,3.5057705244691297e-2,3.4984151010624465e-2,3.5217880721116424e-2,2.2302000447432167e-4,1.0696691850619374e-4,3.876400590975948e-4
fromList/10000/100/HashMap/,3.734697858097185e-2,3.722964299603915e-2,3.75222857951842e-2,2.928830843325472e-4,1.9226969806189847e-4,4.637739626880477e-4
fromList/10000/1000/ExprMap/,0.1458186633561795,0.14507142198493791,0.14664429110177116,1.1937820526642358e-3,8.438257335613099e-4,1.586993546240715e-3
fromList/10000/1000/Map/,0.164329547720144,0.16394886868644734,0.1645993012428081,4.709809325901712e-4,2.731236973019872e-4,6.651195704264832e-4
fromList/10000/1000/HashMap/,0.3866139257637163,0.3852879758924246,0.3881766046397388,1.7910086085078038e-3,7.041932794655198e-4,2.357956781023359e-3
fromList/10000/10000/ExprMap/,1.1043401424152155,1.0890018556577463,1.1156253078952432,1.5035292869721797e-2,6.363765957454803e-3,1.8717147309246868e-2
fromList/10000/10000/Map/,1.1229226189122226,1.1190256784902886,1.125678171714147,4.043409161942663e-3,2.282775240018964e-3,5.672620757084199e-3
fromList/10000/10000/HashMap/,3.6426266800456992,3.6393643284682184,3.6451667845249176,3.182920095605997e-3,1.3589863665401936e-3,3.816407091558389e-3
union/10/10/ExprMap/,4.900413601676658e-6,4.898442463050196e-6,4.902767588457763e-6,7.162870326080298e-9,5.649187348647285e-9,9.227138224958368e-9
union/10/10/Map/,4.260837995691174e-6,4.259692639193564e-6,4.262732435963471e-6,4.6494976474631866e-9,3.3112232965575968e-9,7.327422790435411e-9
union/10/10/HashMap/,3.8556046314640076e-6,3.854551991779562e-6,3.856671365244072e-6,3.6470152629111018e-9,2.9247021328813594e-9,4.806494960513272e-9
union/10/100/ExprMap/,2.536827490495459e-5,2.535711842292514e-5,2.5379623915180864e-5,3.716622689725077e-8,3.1766586020364845e-8,4.363562824600041e-8
union/10/100/Map/,2.58218288226253e-5,2.5817305542799202e-5,2.5826283544575467e-5,1.5581770790654096e-8,1.3387288112712557e-8,1.8891780021940775e-8
union/10/100/HashMap/,2.5249370948881985e-5,2.5243526819555376e-5,2.525569506943896e-5,2.0278388411756608e-8,1.7169600368510438e-8,2.477368277812553e-8
union/10/1000/ExprMap/,3.528505070262591e-4,3.5269140372889507e-4,3.530314194975179e-4,5.350112967900072e-7,4.6625998360039896e-7,6.16065664287747e-7
union/10/1000/Map/,3.3873868307859005e-4,3.3867062351883125e-4,3.3886823342674867e-4,2.924651701894131e-7,1.9268366544122916e-7,5.186636404668373e-7
union/10/1000/HashMap/,3.2471847323618027e-4,3.245607416426022e-4,3.2494470559863385e-4,6.412880682751484e-7,5.241887712581023e-7,8.221031190135215e-7
union/10/10000/ExprMap/,3.3801907315583234e-3,3.3779514928680317e-3,3.3821817180328577e-3,6.684721965969285e-6,5.842458573286306e-6,7.536047480519979e-6
union/10/10000/Map/,3.54910553557911e-3,3.548136417306172e-3,3.5502060048652386e-3,3.3783793465794264e-6,2.7460111228114893e-6,4.187591287057085e-6
union/10/10000/HashMap/,3.599176817262915e-3,3.597597260275771e-3,3.600693888513908e-3,5.024043584122122e-6,4.158948043672069e-6,5.920144056284657e-6
union/100/10/ExprMap/,3.7644301540784015e-5,3.760395056530949e-5,3.768083189556811e-5,1.2773505058972778e-7,1.0589996180895084e-7,1.5263689265610198e-7
union/100/10/Map/,3.8230524869868154e-5,3.821932654236961e-5,3.824210415397191e-5,3.931555732379892e-8,3.224420826640214e-8,4.7768241449233647e-8
union/100/10/HashMap/,3.1107683243353705e-5,3.110144818715184e-5,3.111731339416483e-5,2.5781265458465072e-8,1.7371398914111927e-8,4.1870209891639927e-8
union/100/100/ExprMap/,3.0558634954323095e-4,3.0542256299099726e-4,3.0572468308074475e-4,4.947461224087748e-7,4.100478604752056e-7,6.022748979695568e-7
union/100/100/Map/,2.8810205525355904e-4,2.8799884702630324e-4,2.8819482562415875e-4,3.3586060357183804e-7,2.8694011622927477e-7,3.9090410300535097e-7
union/100/100/HashMap/,2.7320083555772465e-4,2.73085479897539e-4,2.7330310709109833e-4,3.7932823007475106e-7,3.123965303785677e-7,4.69357580564326e-7
union/100/1000/ExprMap/,3.5385115101736076e-3,3.536777040363952e-3,3.540316864261637e-3,5.688758152176308e-6,4.792878794419686e-6,6.7210647353330716e-6
union/100/1000/Map/,3.4475713389900517e-3,3.4464159511082993e-3,3.449050142134144e-3,4.115243223283536e-6,3.2334214008041476e-6,5.4185907877367465e-6
union/100/1000/HashMap/,3.3929680030216755e-3,3.3911491726010953e-3,3.3960969177416313e-3,7.822594150275295e-6,5.1392958068268205e-6,1.2501765351284012e-5
union/100/10000/ExprMap/,4.507517796004758e-2,4.494733172532196e-2,4.544129002306833e-2,3.80356329223537e-4,1.44729336974372e-4,6.468658309258089e-4
union/100/10000/Map/,4.536127282137996e-2,4.528950860823405e-2,4.551510859559411e-2,1.9073376005108298e-4,1.0890524923016307e-4,2.886356243994622e-4
union/100/10000/HashMap/,4.514414620527486e-2,4.5058668804038526e-2,4.54338752366531e-2,2.8369553578573987e-4,6.999208936858437e-5,5.138205683024254e-4
union/1000/10/ExprMap/,3.8918528759877775e-4,3.8893538268647266e-4,3.8936792881367197e-4,7.018814522764847e-7,5.828742351339581e-7,8.397766388069924e-7
union/1000/10/Map/,4.273432336734344e-4,4.271856409108979e-4,4.274815516712962e-4,5.206587830577921e-7,3.990345404129649e-7,6.642194532314764e-7
union/1000/10/HashMap/,3.7551106829210784e-4,3.752945105567759e-4,3.758045980318609e-4,8.414696846287492e-7,6.049124286509077e-7,1.217860007223957e-6
union/1000/100/ExprMap/,2.8544802046165485e-3,2.8527134527464187e-3,2.859299120627933e-3,9.068275073426544e-6,4.322980145868832e-6,1.73077122202955e-5
union/1000/100/Map/,2.951038296635737e-3,2.9466818701224923e-3,2.959168857037001e-3,1.936826686217249e-5,1.1101605590441898e-5,2.8486492232395253e-5
union/1000/100/HashMap/,2.744790016541557e-3,2.7432435411378054e-3,2.7474636411158474e-3,6.784229376426164e-6,4.660891577627466e-6,1.1699210536823695e-5
union/1000/1000/ExprMap/,4.368907282291793e-2,4.364672914377494e-2,4.378006210652611e-2,1.2119395710757905e-4,2.987597044946854e-5,2.0419572369441598e-4
union/1000/1000/Map/,4.6832829943371686e-2,4.6777968181862965e-2,4.693276903715083e-2,1.4788671893708097e-4,7.467068743130988e-5,2.509226086985501e-4
union/1000/1000/HashMap/,4.6676062972655405e-2,4.662181990646436e-2,4.673424615374768e-2,1.12187083017707e-4,7.93046954597424e-5,1.600026473921665e-4
union/1000/10000/ExprMap/,0.44951055850833654,0.4491925393231213,0.4499854571186006,4.774347053125075e-4,9.60957258939743e-5,6.234720623402079e-4
union/1000/10000/Map/,0.46134430007077754,0.4603178398683667,0.46316563966684043,1.7602215321073445e-3,1.316341752189325e-4,2.168918899754744e-3
union/1000/10000/HashMap/,0.4604757857353737,0.45908274478279054,0.4615634623914957,1.5399677173664748e-3,1.071070139391316e-3,1.846569579795264e-3
union/10000/10/ExprMap/,3.6682554174693287e-3,3.665655714473673e-3,3.6730701696511686e-3,1.0412207698604563e-5,6.973294685743014e-6,1.5411130475373068e-5
union/10000/10/Map/,4.608837163102574e-3,4.6027052753859375e-3,4.619127450474432e-3,2.4050688256039707e-5,1.5364855051293228e-5,4.097377698447026e-5
union/10000/10/HashMap/,3.890649613625306e-3,3.887828581625261e-3,3.8940596998347406e-3,1.0426002664933175e-5,8.111274525519986e-6,1.423799306251182e-5
union/10000/100/ExprMap/,3.695262345931908e-2,3.6904381887405795e-2,3.702171389703398e-2,1.162369268520339e-4,8.861662723121218e-5,1.3987673869479065e-4
union/10000/100/Map/,4.832531192083471e-2,4.8197840468399415e-2,4.852783551009802e-2,3.0638834788350254e-4,1.9765251966154756e-4,4.924461509670926e-4
union/10000/100/HashMap/,4.0352334002139084e-2,4.025980315735586e-2,4.0451725410121014e-2,1.9336695274583152e-4,1.5049300372452606e-4,2.62412291686099e-4
union/10000/1000/ExprMap/,0.42653906624764204,0.426295351004228,0.4268337117973715,2.995508182893001e-4,1.2854411529384895e-4,4.15374890295847e-4
union/10000/1000/Map/,0.4980387174679587,0.49689869256690145,0.4998049708083272,1.6703751390908243e-3,1.5173606501330287e-4,2.1153617155442533e-3
union/10000/1000/HashMap/,0.49372265856557834,0.49285623462249833,0.49425941111985594,8.29450698963083e-4,2.836131801207953e-4,1.088831752053724e-3
union/10000/10000/ExprMap/,4.423733658855781,4.422943537821993,4.424462320748717,8.813191036103267e-4,7.44565691371993e-4,9.49418411645543e-4
union/10000/10000/Map/,4.61383230468103,4.607506635715254,4.619452502578497,6.639414954434194e-3,5.648414136407393e-3,7.367919829877303e-3
union/10000/10000/HashMap/,4.6137202857450275,4.610488123144023,4.615547282815291,3.125291926080601e-3,9.741782115820848e-4,4.21926900129978e-3
union_app1/10/ExprMap/,4.186539853447716e-6,4.184396145819308e-6,4.188425986373703e-6,7.246625976808428e-9,6.52254440864623e-9,8.069799148386566e-9
union_app1/10/Map/,8.108207279971705e-6,8.103944418965914e-6,8.112755125344674e-6,1.4880260288073988e-8,1.2265799318446827e-8,1.8968535709978043e-8
union_app1/10/HashMap/,4.748345483351836e-6,4.745624371486051e-6,4.751996244987485e-6,1.0185148884756348e-8,7.87536113287623e-9,1.4051446926764648e-8
union_app1/100/ExprMap/,1.8987391898703698e-4,1.8983014921495334e-4,1.899586663622725e-4,1.886946395792875e-7,1.0867409263052673e-7,3.631915272022222e-7
union_app1/100/Map/,4.547222875715814e-4,4.546381000403058e-4,4.547923402237929e-4,2.5593095531619334e-7,2.1123646801049329e-7,3.283117010782288e-7
union_app1/100/HashMap/,3.7674075995245017e-4,3.7131681994836605e-4,3.8234047405696616e-4,1.775261017084719e-5,1.526274743758382e-5,1.8749434266818922e-5
union_app1/1000/ExprMap/,2.3595981840691744e-2,2.3537235313043355e-2,2.3655026395159706e-2,1.3527869162863966e-4,1.0913042454608028e-4,1.7286173710281554e-4
union_app1/1000/Map/,0.10236910106228234,0.10227967004334419,0.10253535599958617,1.958976326112253e-4,1.2659402484188354e-4,2.8111728173891383e-4
union_app1/1000/HashMap/,0.12406767333630428,0.12395273518632166,0.12417385162829998,1.7181148459912473e-4,1.1701358217596871e-4,2.3755797046882423e-4
fold/10/ExprMap/,4.717674922567683e-7,4.714563948791449e-7,4.7207697559663875e-7,1.0752320595260475e-9,8.819176998880143e-10,1.301659329293597e-9
fold/10/Map/,1.733238718036991e-7,1.7321814740903376e-7,1.7348923217103469e-7,4.3054002346808937e-10,2.9097179651219195e-10,7.035804313438408e-10
fold/10/HashMap/,1.3946373154656962e-7,1.393861645473335e-7,1.395748696413386e-7,3.0666576647656955e-10,2.0448967525262603e-10,5.3912096304204e-10
fold/100/ExprMap/,6.010899361074011e-6,5.888759354517595e-6,6.122104243494619e-6,3.854551985806534e-7,3.4069500174222246e-7,4.3850337303201046e-7
fold/100/Map/,1.7989172235920711e-6,1.797805721166977e-6,1.8000408843322506e-6,3.687096743166268e-9,3.0031780535900496e-9,4.7049205162095505e-9
fold/100/HashMap/,1.975220942477369e-6,1.9743420027585294e-6,1.976537137348437e-6,3.573086942806162e-9,2.572854768787943e-9,4.9606187161933035e-9
fold/1000/ExprMap/,9.192920589202147e-5,9.111526994706588e-5,9.274656076990349e-5,2.832309319583859e-6,2.52807133826542e-6,3.1867907676712908e-6
fold/1000/Map/,2.7702614318954254e-5,2.7693880248483655e-5,2.7712518823993985e-5,3.0725552687399056e-8,2.394414783177333e-8,4.180485281395356e-8
fold/1000/HashMap/,3.270165011026513e-5,3.2683034178446543e-5,3.273146392416999e-5,7.859188771853945e-8,5.38751637324142e-8,1.0906973501181526e-7
